	filename	num_persons	drama	mean_sentence_length	speech_lengths	speech_length_span	speech_length_stdev	regression_prediction
10	gen408.txt	2	['PRINZESSIN: Zuerst Tomaten und Salat, dann Salat.', ' MUTTER: Ei, so! –', ' MUTTER: Ei, so, so!', ' MUTTER: Ei, so! So : – Und dann die Suppe.', ' MUTTER: Ei, so!']	4.6	[6, 3, 3, 9, 2]	7	2.8809720581775866	0.9718415937605632
11	gen193.txt	3	"['PRINZESSIN: Zuerst Tomaten und Zwiebeln.', "" MILHELMINE: Und ich sage, daß das alles nicht sein muß. Wenn man so eine Sauce nicht haben will, so ist's nicht gut, wenn man sie nicht haben will."", ' MARGARETE: Wenn ich die Sauce nicht haben will, so kann man sie nicht bekommen, wenn sie nicht kommen wollen.', ' MILHELMINE: Wenn ich das tue, so werde ich die Sauce bekommen.', ' MARGARETE:']"	11.8	[4, 27, 18, 10, 0]	27	10.871982339941509	0.3093354613891235
12	gen187.txt	3	['PRINZESSIN: Zuerst Tomaten, dann Salat.', ' HERRVONPONTIGLIST: Ich bitte um Entschuldigung, daß ich Ihnen nicht antworten konnte, denn es ist ein Mann wie Sie. Er ist ein guter Mensch. Das macht er mir in meinem ganzen Leben nicht. Er liebt mich sehr. Er ist auch nicht dumm. Er ist nicht ehrlich und will mir nicht sagen, daß ich dumm bin.', ' FRAUVONPONTIGLIST: Nein, er liebt mich auch. Sie haben recht,']	21.66666666666667	[4, 53, 8]	49	27.209067116190024	-0.13469622983608706
13	gen150.txt	3	"['PRINZESSIN: Zuerst Tomaten aus der Erde, dann aus der Schale.', "" HELDEBRANDT: Ei, da muß man den Wein noch mit den Trauben trinken, sonst ist's aus, als wollt Ihr das Geld noch einmal auszahlen –"", ' FRAUVONWALLENFELSTEIN: Ei ja, das geht nicht.', ' HELDEBRANDT: Na, das is ja doch recht nett!', ' FRAUVONWALLENFELSTEIN: Aber wenn ich die Flasche auf den']"	10.2	[9, 23, 5, 7, 7]	18	7.293833011524187	-0.003497461499174848
14	gen144.txt	2	['PRINZESSIN: Zuerst Tomaten mit Knoblauchpulver in den Topf stellen und dann den Salat ausschneiden. Ich habe die Salatblätter aufsetzen müssen, aber ich kann die Salatblätter noch nicht aus dem Topf nehmen.', ' MUTTER', ' LÜCKEL: Ich habe die Salatblätter in den Topf gelegt und die Salatblätter in den Topf gesteckt, aber das ist mir nicht recht.', ' LÜCKEL: Es ist mir nicht gut, wenn wir nur die Salatblätter nicht aus dem Topf nehmen, da muß ich die Salatblätter']	23.66666666666667	[30, 21, 20]	10	5.507570547286101	0.4942892164285617
15	gen178.txt	2	['PRINZESSIN: Zuerst Tomaten Eiche, dann Bohnenkraut, dann Pfefferkraut, dann die Zwiebel! – Und ich, du! – Ich bin so gut, als du, und du mußt mir auch helfen!', ' KÖLLER: Ja, ja! Ich habe dich ja!', ' SCHWEIGEL: Ich will mich doch nicht so schämen... Du mußt dir doch die Mühe machen... Ich muß mich dir doch...', ' KÖLLER: Nein, nein, nein, du darfst']	14.25	[27, 6, 19, 5]	22	10.626225419530053	0.2311720891076381
16	gen179.txt	2	['PRINZESSIN: Zuerst Tomaten und ein Paar Kartoffeln, dann Kartoffeln – und –', ' KARL: Nun? Lorenz, Diener.: Und nun?', ' KARL: Nun, wenn es dir beliebt! Lorenz, Diener.: Nun, dann! Du hast recht, ich habe mich nicht zu schämen, als zu schämen, was zu sein! Aber ich bin nicht zu schämen, als – ich bin nicht zu schämen!', ' KARL: Nun? Lorenz, Diener.: Ich']	14.25	[11, 5, 37, 4]	33	15.47847968417226	-0.15879601732835796
17	gen145.txt	1	['PRINZESSIN: Zuerst Tomaten, die wir im Garten zubereiten, und dann Salat. Lisette, Kammermädchen,: Wenn die Suppe schon fertig ist, und die Suppe fertig ist, die wir essen, dann werden wir sie noch mit Suppe und Salat versorgen und dann essen.']	0.0	[39]	0		0.6298390703917417
18	gen151.txt	3	['PRINZESSIN: Zuerst Tomaten, dann Pfeffer ; und dann das Kraut : so gut, daß ich es auch für ein Dutzend Taler verkaufen kann.', ' HANSWURSCH: Was?', ' GOLLWITZ: Das ist doch nicht wahr?', ' HANSWURSCH: Das ist wahr. Das ist ein großer Unterschied zwischen den dreien. Wenn man aber den Handel mit dem Salz macht, so wird man das Salz mit dem Pfeffer nicht verkaufen können.', ' GOLLWITZ: Nun, wie gesagt,']	12.4	[22, 1, 5, 31, 3]	30	13.334166640626625	-0.16552558826727487
19	gen186.txt	3	['PRINZESSIN: Zuerst Tomaten, dann Kartoffeln.', ' GUNTHER: So!', ' HERRVONTHUMPHILIPP: Ja, und jetzt, da ich nun die Sache so gut wie abgeschlossen betrachte, so ist es wahr, daß wir hier in einem so kleinen und sehr kleinen Kreis zusammentreffen, um die beiden neuen Herrn zu sprechen : ich bitte dich, laß mich doch nicht weiter stören, ich muß erst die Sache in Ordnung bringen.', ' HERRVONTHUMPHILIPP: So,']	15.0	[4, 1, 54, 1]	53	26.038433132583073	0.22814935311982784
20	gen192.txt	2	"['PRINZESSIN: Zuerst Tomaten, dann Kartoffeln.', "" SCHÖNBURG: Ja, wenn's auch ein wenig schwer für dich wär ', dann wär'es wohl eine große Frage gewesen?"", "" MELAN: Du hast's aber doch immer mit einem andern Mann zu tun, der in den besten Jahren nicht aufrichtig war."", ' SCHÖNBURG: Ich bin auch nicht so einfältig, wenn es um deine Gesundheit geht.', "" MELAN: Und doch, da ist ein anderes, als wenn's um deine Gesundheit""]"	12.6	[4, 17, 19, 12, 11]	15	5.856620185738528	0.05887613110523299
21	gen409.txt	2	['PRINZESSIN: Zuerst Tomaten!', ' HERRREINHART: Ich werde mich schon wieder in die Sonne setzen, denn ich habe einen kleinen Fehler begangen, aber jetzt, da ich mich wieder in meinem eignen Innern befinde, kann ich den Augenblick noch nicht einmal aussprechen, da ich mich wieder auf meine Reise begeben muß.', ' KÄTHE: Nun, so will ich doch wenigstens das Vergnügen haben, mich auf meine Reise begeben zu dürfen. Sieh, wie es dir in meinem ganzen Leben gegangen ist, das ist mir lieb']	25.33333333333333	[2, 44, 30]	42	21.385353243127245	0.04606285204731286
22	gen421.txt	4	['PRINZESSIN: Zuerst Tomaten.', ' HERRVONWALLENFELDER: Sie müssen mir doch sagen –', ' FRAUVONKEITH: Ich muß gestehen : Sie machen sich einen Spaß daraus, wenn Sie sich nur nicht auf der Stelle Bulletinieren.', ' HERRVONWALLENFELDER: Ich bin kein Mathematiker, das muß ich Ihnen sagen : Es ist ein sehr gutes System, daß der ganze Mensch in einem einzigen System ist.', ' HERRVONWALLENFEL']	13.0	[2, 6, 19, 25]	23	10.801234497346432	0.16876487117758307
23	gen347.txt	3	['PRINZESSIN: Zuerst Tomaten und dann Pfeffer. Dazu kommt noch der Salat.', ' FELDINAND: Ich will dir nicht viel zu befehlen haben.', ' HANNIBAL: Das wäre wohl eine schöne Art, mich so zu behandeln. Ich bin ja schon ein wenig krank geworden. Du mußt mir aber auch einmal den Gefallen tun, mir ein paar Zeilen zu schreiben, und dich auf meinen Brief aufmerksam machen, daß du dir eine so hübsche Person in deinen Brief schreiben lassen kannst.', ' FELDINAND']	23.66666666666667	[10, 8, 53]	45	25.423086620891123	0.1305622328347415
24	gen353.txt	1	['PRINZESSIN: Zuerst Tomaten und Knoblauch und dann Salat.']	0.0	[7]	0		0.5725508136385046
25	gen435.txt	4	['PRINZESSIN: Zuerst Tomaten aus der Hand nehmen und dann den ganzen Salat aus der Pfanne nehmen.', ' MELCHTHAL: Ich kann dir das nicht übelnehmen!', ' HERRGOTTHART: Das ist der alte Herr von Zedlitz.', ' KELLNER: Das ist ja ein sehr guter Herr von Zedlitz!', ' HERRGOTTHART: Ich werde mich bemühen, ihm eine möglichst günstige Antwort zu geben.', ' KELLNER: Ich habe ihm ja gesagt, daß du']	9.166666666666666	[15, 6, 7, 9, 11, 7]	9	3.3714487489307423	0.15471596405206867
26	gen33.txt	4	['PRINZESSIN: Zuerst Tomaten aus der Flasche.', ' GRAFSTROMBERG: Ich habe die Ehre, Ihnen den Vortrag zu präsentieren.', ' HEINRICH: Sie werden uns hoffentlich die Antwort auf diese Frage nicht länger verwehren.', ' FRAUSTAAR: Wir haben Sie bereits zu den ersten Gesprächen eingeladen.', ' GRAFSTROMBERG: Ich danke Ihnen, mein Herr Doktor, für die Ehre...', ' HEINRICH: Es ist mir eine Ehre...', ' FRAUSTAAR']	8.166666666666666	[5, 9, 12, 9, 9, 5]	7	2.7141603981096374	0.2960547630099245
27	gen384.txt	1	['PRINZESSIN: Zuerst Tomaten und Zwiebeln – die andern werden dir die besten Fische bringen – dann Salat und Salat – dann Salat –']	0.0	[22]	0		0.9500629421976934
28	gen27.txt	2	['PRINZESSIN: Zuerst Tomaten-Sorten, dann Knoblauch und Bohnenkraut, dann Salat, dann Salat und Salat und dann Salat. Lisette.: Ich habe mich schon so lang in diesen Dingen getäuscht.', ' SARIDAN: Das ist ja ein sonderbarer Mensch, der die ganze Welt für mich umgarnt! Lisette.: Ich will mich schon wieder in meine Angelegenheiten mischen. Lisette.: Du, der die Welt für mich umgarnt! Lisette.: Ich kann']	30.0	[26, 34]	8	5.656854249492381	0.5194703286693925
29	gen390.txt	2	['PRINZESSIN: Zuerst Tomaten – das muß doch nicht sein! –', ' KÄTHE: Das ist ein schönes Stück, das mir in die Finger kommt!', ' GOTTHOLD: Es hat nichts mit ihm zu schaffen. Ich habe nur ein paar Wochen mit ihm zusammen gelebt.', ' KÄTHE: Nun?', ' GOTTHOLD: Nun?', ' KÄTHE: Was?', ' GOTTHOLD: Ich weiß nicht, ob er mir gefällt oder nicht, und wenn es ihm nicht gefällt –']	8.0	[9, 11, 17, 1, 1, 1, 16]	16	7.094598884597588	0.033143762588256916
30	gen233.txt	1	['PRINZESSIN: Zuerst Tomatensauce, dann Knoblauch, dann Zwiebeln, dann Pfeffer und Pfeffer – und dann noch das Huhn – dann den Knoblauch – und dann noch ein Stück Sauce, dann Salat und noch ein Stück Sauce – und dann noch etwas Sauce – und dann noch einmal Salat, dann Salat und noch ein Stück Sauce – und dann noch ein Stück Sauce – und dann noch Salat – und dann noch ein Stück Sauce – und dann noch ein Stück Sauce – und dann noch ein Stück Sauce –']	0.0	[87]	0		0.7727449928486432
31	gen227.txt	2	['PRINZESSIN: Zuerst Tomaten, dann die Pilze, dann die Zwiebel.', ' KÄTHE: Ei,anza, ei, ich werde dich zu deinen Füßen halten.', ' LIPS: Ich will, daß du mich an meinem eignen Leibe nicht mit deinen Füßen schlägst!', ' KÄTHE: Und du, mein Kind, du bist ein Mann! Ich muß mit dir gehen.', ' LIPS: Das ist gut. Aber du mußt gehen.', ' KÄTHE: Ich kann nicht.', ' LIPS']	9.0	[8, 9, 14, 13, 7, 3]	11	4.049691346263317	-0.0073556485065816015
32	gen231.txt	3	['PRINZESSIN: Zuerst Tomaten, dann die Pilze, dann Kartoffeln, dann Knoblauch, dann die Kohl und dann den Lauch.', ' FRAUVONROSENECK: Nun, jetzt ist er schon da, und jetzt geht er schon. Er wird gleich kommen.', ' GRAFVONBIEDERLING: Aber, lieber Herrgott, wenn er nicht so eilig ist und sich noch nicht so schnell besieht.', ' FRAUVONROSENECK: Er kommt nicht, er hat schon die Türe']	13.75	[16, 15, 16, 8]	8	3.8622100754188224	0.14084857967559122
33	gen225.txt	3	['PRINZESSIN: Zuerst Tomaten.', ' HINZENFELD: Ich habe schon wieder ein Rezept, das mir sehr gut ist. Ich habe sie selbst gemacht und habe sie mit den Fingern geschnitten.', ' FRAUZIPFELD: Das war doch eine ganz nette Idee.', ' HINZENFELD: Na, dann kann ich dir auch noch etwas sagen, denn ich habe eben in meinem Zimmer etwas gegessen, das du so gern essen möchtest – ich wollte mir die Zeit vertreiben – es wäre also gut, wenn']	17.25	[2, 23, 7, 37]	35	15.924300089276555	0.33026977500410143
34	gen219.txt	1	['PRINZESSIN: Zuerst Tomaten, dann Salat, dann Salat! – Jetzt sind wir wieder auf der Reise!', ' KÄMMERER: Ich will mich mit dem Herrn Generalin besprechen ; das wäre ein großer Unterschied, wenn sich der Minister mit einer andern Person zu unterhalten hätte als mit einem Herrn, der in der Fremde ist.']	24.0	[14, 34]	20	14.142135623730953	0.25152716753327764
35	gen386.txt	2	['PRINZESSIN: Zuerst Tomaten, dann Knoblauch, dann Zwiebeln, die wir essen, Und dann den ganzen Tag lang Salat und Salat.', ' HANSWURST: Wenn man nur ein halbes Jahr in der Stadt herumgeht und nicht so viel Zeit hat, als man sich denkt, und dann noch die Zeit dazu hat –', ' KÄTHCHEN: Ich kann mir das nicht denken.', ' HANSWURST: So was ist ja ganz anders als ein Tag.', ' KÄTHCHEN: Ich werde mich doch nicht']	13.2	[18, 28, 6, 9, 5]	23	9.731392500562293	0.14563229866717028
36	gen31.txt	3	['PRINZESSIN: Zuerst Tomaten-Kot –', ' GRAF: Ja, aber ich werde mich nicht in die Küche mischen. Ich will mich auf den Rücken legen und mich an den Tisch setzen.', ' KOTHAM: Sie werden sich wundern, wenn Sie mit dem Essen fertig werden.', ' GRAF: Nein. Ich will mir den Koch-Kot nicht nehmen lassen. Es ist nicht auszustehen, ich will den Koch-Kit nicht nehmen.', ' GRAF: Sie sind mir ein bißchen zu']	12.4	[3, 23, 11, 19, 6]	20	8.473488065725945	0.4661819367360597
37	gen392.txt	3	"['PRINZESSIN: Zuerst Tomaten und Kartoffeln.', ' KARAMUZ: Sie Ibsen und den Erbsen!', ' KARAMUZ: Das ist mir recht lieb.', "" MELKYASA: Ich hab'ihn ja auch in dem Kasten!"", ' KARAMUZ: Er soll ja wohl gar nicht in den Kasten? – Aber ich bitte Sie – es ist doch auch nicht zu ändern.', ' KARAMUZ: Ich bitte Sie, nehmen Sie den Herrn Baron noch einmal auf seine']"	9.166666666666666	[4, 5, 5, 7, 22, 12]	18	6.9113433330045675	0.4433190275712133
38	gen25.txt	3	['PRINZESSIN: Zuerst Tomaten, und dann das Gemüse, das Sie uns zubereitet haben!', ' FRAUHEINECKE: Ei, das ist doch nicht nötig! Das ist ja nicht nötig! Das geht so schnell nicht, das ist nicht nötig!', ' LIPS: Ich glaube, der Herr Professor, der Herr Professor ist sehr aufmerksam. Er ist sehr aufmerksam. Er ist ein guter Arzt, ein gutes Herz, und ich bin so zufrieden, daß wir ihn so gern wiedersehen.', ' FRAUHEINECKE: Ei,']	16.5	[11, 20, 34, 1]	33	14.011899704655802	-0.2395677599748329
39	gen19.txt	1	['PRINZESSIN: Zuerst Tomaten und Zwiebeln.']	0.0	[4]	0		-0.3008886474854187
40	gen345.txt	4	['PRINZESSIN: Zuerst Tomaten und Pfeffer aus einem Pfannkuchen.', ' LYSIPPUS: Was für ein Geschmack hat der Mensch!', ' JEREMIAS: Was für ein Geschmack hat der Mensch!', ' LYSIPPUS: Wie heißt er denn so?', ' RINZESSIN: Er hat mir ein paar Zeilen mitgegeben.', ' LYSIPPUS: Wie hieß er denn so?', ' JEREMIAS: Wie heißt er doch?', ' LYSIPPUS: Wie']	5.375	[7, 7, 7, 5, 7, 5, 4, 1]	6	2.1339098923270936	0.368508807685866
41	gen423.txt	1	['PRINZESSIN: Zuerst Tomaten.']	0.0	[2]	0		1.3751915717286067e-09
42	gen437.txt	3	['PRINZESSIN: Zuerst Tomaten, dann Salat, dann Salat, dann Salat, dann Salat.', ' BONAPARTE: Das kann man wohl nicht sagen. Die Leute, die ich hier im Garten herumtreibe, haben mich sehr überrascht, daß sie nicht so viel zu sagen wissen. – Nun, wenn die Sache auch nicht so ist, wie Sie denken sollten, so sind sie doch nicht so viel gemein mit uns.', ' HELDENSTEIN: Aber was soll das heißen? Sie haben eine sehr feine Nase.']	23.33333333333333	[10, 49, 11]	39	22.233608194203054	0.6029352854648476
43	gen351.txt	2	"['PRINZESSIN: Zuerst Tomaten aus.', ' DERALTE: Was?', ' DERALTE: Sie sind zu toll!', ' DERALTE: Das ist ein Wort : ich hab die Welt nicht gesehn.', "" DERALTE: Ich hab'den Verstand nicht gesehn, und er war nicht schön und schön."", "" DERALTE: Nun, was hab'ich nun vor mit dem Menschen?"", ' DERALTE: Das ist eine schöne Sache!', ' DERALTE: Er hat das nicht gesehn.']"	6.125	[3, 1, 4, 11, 12, 8, 5, 5]	11	3.8706773124535783	0.2582983191814072
44	gen379.txt	4	['PRINZESSIN: Zuerst Tomaten, dann Kartoffeln, dann Kartoffeln, dann Kartoffeln.', ' SCHREIMANN: Ei, ei, ei, wenn Sie so gut wie ich wären, und Sie würden mir ja doch nicht so leicht einbilden, daß ich Ihnen das nicht gesagt hätte.', ' SCHREIMANN: Ei –', ' SCHREIMANN: Ei –', ' SCHREIMANN: Ei – – ich sage es Ihnen ja nur ganz offen.', ' HERRVONWOLF: Nun – wie?', ' SCHRE']	8.833333333333334	[8, 27, 2, 2, 11, 3]	25	9.621157241551906	0.2744348802815362
45	gen184.txt	2	['PRINZESSIN: Zuerst Tomaten.', ' HERR', ' TRÜBST: Das ist gut.', ' HERR', ' TRÜBST: Es ist gut ; aber es gibt keine Sauce.', ' HERR', ' TRÜBST: Ich bin nicht neugierig ; aber ich weiß, daß Sie sich in der besten Weise zu verhalten scheinen.', ' HERR', ' TRÜBST: Ich weiß, daß Sie sich nicht für klug erklären. Ich werde Ihnen alles erklären.', ' HERR', ' TRÜBST: Ich will Ihnen alles erklären : aber']	8.833333333333334	[2, 3, 9, 18, 14, 7]	16	6.242328625334192	0.49267368605969103
46	gen190.txt	4	"['PRINZESSIN: Zuerst Tomaten, dann Zwiebeln, dann Zwiebeln.', ' KELLNER: Ich danke dir.', "" MORITZ: So ist's."", ' KELLNER: Ich danke dir.', ' MORITZ: Du hast Recht. Ich danke dir, liebe Mutter.', ' KELLNER: Du bist ein wahrer Freund. Und so bin ich auch.', ' MORITZ: Ich danke dir.', ' KELLNER: Ich danke dir.', ' MORITZ: Du hast Recht.', ' K']"	4.5555555555555545	[6, 3, 2, 3, 8, 10, 3, 3, 3]	8	2.788866755113585	0.4577187473801516
47	gen147.txt	1	['PRINZESSIN: Zuerst Tomaten – dann – – – Veit Schön, ein Maler.: Sie haben es mir selbst gesagt, daß Sie mich nicht verstanden. Ich habe mich mit Ihnen unterhalten, Sie haben mir gesagt, daß Sie mir nichts getan haben, als daß ich Ihnen nichts mehr tun könnte – und daß Sie mich für einen Betrüger halten würden, der Ihnen nichts getan hat. Aber Sie wissen, daß ich Ihnen keinen andern Gefallen als Ihnen getan habe. Veit Schön, ein Maler.: Sie haben mir das Wort gegeben,']	0.0	[84]	0		0.4609539844498264
48	gen153.txt	2	['PRINZESSIN: Zuerst Tomaten und ein wenig Salat.', ' GREIF: Ich will dir die Suppe mit Butter oder Schmalz bereiten.', ' GREIF: Die soll ich auch dazu bereiten. – – Ich habe eine Suppe, die ich dir zubereiten darf. – –', ' GREIF: Das wird sich schon sehen lassen.', ' GREIF: Ich bin schon fertig.', ' GREIF: Das kannst du.', ' GREIF: Die Suppe ist fertig.', ' GREIF: Die Suppe ist fertig']	7.0	[6, 10, 19, 6, 4, 3, 4, 4]	16	5.31843156256751	1.2707487725250353
49	gen152.txt	3	"['PRINZESSIN: Zuerst Tomaten und Knoblauch aus meinem eigenen Salatgarten, dann Salat und Salat ; dann Salat und Salat, dann Salat, dann Salat und Salat, dann Salat und Salat!', "" FRAUVONHOMBURG: Ei, der is's Ding mit dem Knax!"", "" FRAUVONHOMBURG: Ja, aber, der is's Ding mit dem Knax, denn er is's Ding, wie's Ding is, wie's Ding is!"", ' FRAUVONHOM']"	17.333333333333332	[27, 7, 18]	20	10.016652800877813	0.6403572814925129
50	gen146.txt	2	['PRINZESSIN: Zuerst Tomatensauce! Dann Salat und Sauce! Dann Salat und Sauce!', ' FÜNFTER: Sollen wir uns in die Küche legen!', ' FÜNFTER: Nun?', ' FÜNFTER: Wir müssen die Suppe auf den Tisch setzen!', ' ALLE: Wir müssen die Suppe auf den Tisch setzen!', ' FÜNFTER: Nun?', ' ALLE: Wir müssen die Suppe auf den Tisch setzen!', ' FÜNFTER: Nun?', ' ALLE']	5.5	[10, 7, 1, 8, 8, 1, 8, 1]	9	3.817254061682111	0.5563050965219618
51	gen191.txt	1	['PRINZESSIN: Zuerst Tomaten, dann Zwiebeln, dann Knoblauch.']	0.0	[6]	0		-0.01563285414822141
52	gen185.txt	2	['PRINZESSIN: Zuerst Tomatensauce!', ' GUNTHER: Ich will es auch mit den Kräutern versuchen.', ' LÖWENSTEIN, Gärtner.: Das kann ich ja auch.', ' GUNTHER: Wenn sie auch nichts für mich wären. Ich wollte, es wäre eine schöne Partie.', ' GUNTHER: Und nun, wenn das nicht ein Vergnügen ist! – Ich wollte, es wäre etwas –', ' LÖWENSTEIN: Das ist ein gutes Zeichen. – Sie können sich']	8.833333333333334	[2, 8, 5, 14, 15, 9]	13	5.036533199202272	0.3049600248993594
53	gen378.txt	1	['PRINZESSIN: Zuerst Tomaten, dann Knoblauch, dann Essig und Pfeffer, dann Pfeffer und die Eier und die Zwiebeln.']	0.0	[16]	0		0.053157481192622764
54	gen436.txt	2	['PRINZESSIN: Zuerst Tomaten und die Gurgel.', ' KÄTHCHEN: Ich danke dir! – Du bist ein armes Kind von vielem, vielem.', ' DERBEDIENTE: Nun denn, mein Kind!', ' KÄTHCHEN: Ich bitte dich – ich bitte dich –', ' DERBEDIENTE: Ja, ja, ich bitte dich – du bist ein armes Kind von vielem, vielem.', ' KÄTHCHEN: Du bist ein armes Kind von vielem,']	8.333333333333334	[5, 12, 4, 8, 14, 7]	10	3.9327683210007	0.05263341047898501
55	gen350.txt	1	['PRINZESSIN: Zuerst Tomaten und Paprika und dann Knoblauch. Und nun das Rindfleisch.']	0.0	[11]	0		-0.2289998952447244
56	gen344.txt	1	['PRINZESSIN: Zuerst Tomaten. – Dann Bohnen –']	0.0	[6]	0		0.10850899226433093
57	gen422.txt	1	"[""PRINZESSIN: Zuerst Tomaten und Knoblauch, dann ein paar Knoblauchzehen, dann ein Paar Pfefferzehen, dann eine Sauce, einen halben Lorbeerblatt und ein Paar weiße Pflaumen. Valer,: Das ist ja recht – die Leute können's ja auch noch nicht glauben, aber es muß auch ein sehr interessanter Mensch sein."", ' KURFÜRST: Aber das muß doch sein. Valer,: So, so! – Nun so!', ' KURFÜRST: Na, was denn']"	20.0	[46, 11, 3]	43	22.869193252058547	0.2940420275673656
58	gen18.txt	3	['PRINZESSIN: Zuerst Tomaten, später Salat, dann Salat und Pfeffer –', ' ZERBINO: So?', ' DRINZESSIN: Wie?', ' ZERBINO: Ja, und was sonst noch.', ' DRINZESSIN: Aber ich bitte Sie, lieber Onkel, lassen Sie mir eine Tasse Kaffee bereiten, damit Sie wissen, wie man sie schmeckt. Ab.', ' ZERBINO: So, so : So, so.', ' DRINZESSIN: Und Sie wollen']	6.428571428571429	[9, 1, 1, 5, 21, 5, 3]	20	6.9965978126787425	1.0865342099520945
59	gen24.txt	1	['PRINZESSIN: Zuerst Tomaten, dann Essig und dann Pfeffer.']	0.0	[7]	0		0.1008353195248562
60	gen393.txt	1	['PRINZESSIN: Zuerst Tomaten, dann Salat.']	0.0	[4]	0		0.9475699861656725
